question_id,model,question,full_response,extracted_letter,correct_answer,correct,time,error
41,vanilla,"Mujer de 63 años en tratamiento con sulfamidas (trimetoprim-sulfametoxazol) vía oral por una infección de vías urinarias bajas. Acude a urgencias por presentar lesiones cutáneas y en mucosas (oral, conjuntival y genital). Las lesiones cutáneas tienen forma de máculas irregulares oscuras, con desprendimiento cutáneo y afectan a más del 30 % de la superficie corporal. Se interpreta como una posible reacción farmacológica grave. ¿Cuál de los siguientes diagnósticos es más probable?:",A,A,C,False,0.1403036117553711,
42,vanilla,Un paciente acude a consulta recientemente diagnosticado de esofagitis eosinofílica y tras exponerle las opciones de tratamiento prefiere hacer tratamiento dietético con dieta de exclusión de dos alimentos. ¿Cuáles son los alimentos que tendría que retirar de la dieta?:,A,A,D,False,0.1359541416168213,
43,vanilla,"En relación con las condiciones necesarias para la implementación de un programa de cribado poblacional de cáncer, señale la respuesta INCORRECTA:",A,A,A,True,0.11843466758728027,
44,vanilla,¿Qué  tipo  de  estudio  epidemiológico  NO PERMITE calcular un riesgo relativo?:,A,A,D,False,0.11534619331359863,
45,vanilla,Al aumentar el tamaño muestral de un estudio transversal (o de prevalencia) aumenta:,A,A,D,False,0.1264631748199463,
46,vanilla,"En un estudio sobre la validez de una prueba diagnóstica, para resumir la relación entre la sensibilidad y la especificidad de la prueba se puede usar:",A,A,B,False,0.12910866737365723,
47,vanilla,"Para establecer si la exposición a radiaciones ionizantes de los trabajadores de una mina influye en la aparición de muertes por cáncer de pulmón se decide en el año 2010 realizar un estudio. Los investigadores recopilan información del registro de exposición a radiaciones en la empresa minera, con datos sobre las radiaciones acumuladas por cada trabajador desde el año 1980 al 2000, año en que se cierra la mina. Y también recogen información sobre las muertes por cáncer de pulmón en esos trabajadores desde el año 1980 al año 2008, a partir de los registros de mortalidad existentes. Finalmente, comparan la mortalidad por cáncer de pulmón entre los trabajadores con mayor y menor exposición a las radiaciones ionizantes. ¿Qué tipo de diseño epidemiológico es éste?:",A,A,C,False,0.13193845748901367,
48,vanilla,Un hombre de 52 años se está recuperando de una dependencia al alcohol y solicita apoyo farmacológico para prevenir la recaída y mantenerse abstinente. ¿Cuál de los siguientes medicamentos está indicado como tratamiento complementario para mantener la abstinencia en el marco de un programa de tratamiento de pacientes desintoxicados que han sido dependientes de alcohol?:,A,A,C,False,0.12787699699401855,
49,vanilla,Un artículo describe un ensayo clínico aleatorizado en fase IV en una muestra de adultos obtenida de 42 centros sanitarios de 16 países distintos que recibieron un fármaco en estudio y un placebo durante 12 semanas. ¿Cuál de las siguientes afirmaciones describe mejor el contexto de esta investigacion atendiendo a estas características?:,A,A,B,False,0.15425515174865723,
50,vanilla,"Un ensayo clínico cuyo objetivo fundamental es obtener datos preliminares de eficacia terapéutica y establecer la relación entre las dosis y la eficacia para determinar un intervalo de dosis adecuadas, es un:",A,A,C,False,0.13433384895324707,
51,vanilla,Para la detección de reacciones adversas a medicamentos poco frecuentes (<1/10.000) el método de fármacovigilancia más adecuado es:,A,A,A,True,0.13558506965637207,
52,vanilla,"Uno de los siguientes fármacos, además de su efecto analgésico, posee un efecto relajante de fibra muscular lisa:",A,A,D,False,0.1100013256072998,
53,vanilla,La hipertermia maligna NO se relaciona con:,A,A,C,False,0.11791658401489258,
54,vanilla,"Según la clasificación del estado físico preoperatorio del paciente establecida por la ASA (Sociedad Americana de Anestesiología), un paciente con hipertensión arterial mal controlada correspondería a un grado:",A,A,B,False,0.12183570861816406,
55,vanilla,El carcinoma adenoide quístico:,A,A,C,False,0.1197052001953125,
56,vanilla,Respecto al cáncer de lengua:,A,A,D,False,0.11876726150512695,
57,vanilla,¿Cuál de los siguientes colgajos NO PODRÍA ser utilizado para realizar la reconstrucción de un defecto en la región cervical posterior?:,A,A,A,True,0.12147092819213867,
58,vanilla,"Hombre de 45 años con antecedentes de queratitis herpética de repetición en ojo izquierdo (OI). Consulta por dolor, hiperemia y visión borrosa en OI de un día de evolución. A la exploración presenta una agudeza visual con su corrección de 1,0 en OD y 0,6 en OI, la presión intraocular es de",A,A,A,True,0.11465001106262207,
59,vanilla,"Mujer de 57 años que consulta para una revisión rutinaria. En la exploración oftalmológica presenta una agudeza visual (AV) sin corrección de 1,0 en OD y 0,5 en OI, la AV con agujero estenopeico es de 1,0 en ambos ojos y la presión intraocular es de 16 mmHg en ambos ojos. ¿Cuál de las siguientes sería la actitud a seguir más correcta?:",A,A,A,True,0.1104896068572998,
60,vanilla,El defecto campimétrico asociado a una lesión en la cintilla óptica derecha es:,A,A,A,True,0.11671185493469238,
61,vanilla,"Hombre de 40 años que presenta un cuadro vertiginoso de varias horas de evolución. No presenta hipoacusia, acúfenos ni sensación de taponamiento ótico. En la exploración se observa un nistagmo espontáneo. ¿Qué características del nistagmo orientarán hacia un vértigo periférico?:",A,A,A,True,0.12955403327941895,
62,vanilla,"Las siguientes enfermedades sistémicas pueden cursar con síntomas otorrinolaringológicos. Señale aquella que puede afectar con mayor frecuencia (aproximadamente 70-80 % de los casos) a la cavidad nasal, la cavidad bucal y la orofaringe, y que en la mitad de los casos puede existir también afectación laríngea:",A,A,D,False,0.12357711791992188,
63,vanilla,"Hombre de 48 años, profesor universitario, que refiere sufrir problemas con la voz desde hace varios años, que han empeorado progresivamente y que consisten en voz áspera y forzada, con posibles cambios de tono, cansancio y fatiga al hablar. En la exploración fibrovideoendoscópica faringolaríngea no se observan lesiones orgánicas en las cuerdas vocales, pero sí una disminución del diámetro anteroposterior del vestíbulo laríngeo durante la fonación. El diagnóstico más probable del trastorno vocal que padece este paciente es:",A,A,D,False,0.12852239608764648,
64,vanilla,¿En cuál de las siguientes pacientes NO estaría indicada la realización de una histeroscopia diagnóstica como primera línea de estudio?:,A,A,0,False,0.12705349922180176,
65,vanilla,"Mujer de 17 años que consulta porque no tiene la menstruación desde hace 7 meses. No refiere antecedentes de interés ni otra sintomatología. No ha acudido antes porque estaba entrenando en un centro deportivo de alto rendimiento. Tuvo la menarquia a los 13 años, ciclos muy irregulares, sin dismenorrea y una interrupción legal del embarazo a los 16 años. La analítica muestra hemograma normal, FSH <0,1 U/L, LH <0,1 U/L, estradiol <5,0 pg/mL, TSH 1,56 mU/L. ¿Cuál de los siguientes es el diagnóstico más probable y la actitud a seguir?:",A,A,D,False,0.14688324928283691,
66,vanilla,"A una de sus pacientes, primigesta, se le ha practicado una ecografía de rutina a las 20 semanas de gestación que ha detectado un mioma en su útero que parece haber crecido bastante respecto a las previas. Está muy preocupada por las posibles secuelas que este tumor pueda tener en el resultado de su embarazo. Usted le informa de que todas las siguientes complicaciones pueden ocurrir en el embarazo como consecuencia de los miomas uterinos, EXCEPTO:",A,A,C,False,0.12329626083374023,
67,vanilla,"Mujer de 35 años sin antecedentes de interés, nuligesta, que acude a urgencias por sangrado entre reglas en cantidad moderada que afecta a su calidad de vida. Además refiere que últimamente tiene reglas mucho más abundantes. El hemograma y la coagulación son normales. En la ecografía ginecológica se observa útero en ante, regular, de 58x35 mm, con endometrio en fase proliferativa, nódulo hipoecoico en cara anterior uterina con Doppler periférico de alta resistencia (sin Doppler central) de 28x29 mm compatible con un leiomioma tipo 1 (clasificación de la FIGO 2011), anejos normales, no líquido libre en Douglas. Señale la actitud más correcta:",A,A,B,False,0.14090967178344727,
68,vanilla,"Gestante de 16 semanas con antecedente de parto prematuro a las 33 semanas en una gestación anterior, que actualmente presenta una longitud cervical de 28 mm. ¿Cúal es la intervención más eficaz para la prevención de la recurrencia del parto prematuro?:",A,A,0,False,0.12264704704284668,
69,vanilla,"Mujer de 29 años sin antecedentes de interés que acude por deseo gestacional de más de dos años. Refiere reglas regulares de 4 días de duración con dismenorrea que le impide su actividad habitual, dolor a la defecación y dispareunia. ¿Cúal de las siguientes es la sospecha diagnóstica?:",A,A,A,True,0.12173819541931152,
70,vanilla,"Acude al servicio de urgencias una puérpera de 32 años (con un parto eutócico hace 2 meses e instauración adecuada de lactancia materna) que presenta dolor, enrojecimiento y calor en la mama derecha, junto con malestar general y un pico febril único de 38 ºC. ¿Cuál de las siguientes es la actitud más apropiada?:",A,A,B,False,0.12181901931762695,
71,vanilla,"Gestante de 37 semanas, fumadora, que acude a urgencias por sangrado vaginal similar a la regla, sin otros síntomas. No tiene antecedentes de interés salvo una cesárea. No se ha controlado la gestación. A la exploración se objetiva un sangrado constante, activo y brillante. El registro cardiotocográfico muestra un patrón activo reactivo, línea de base de 140 latidos por minuto, variabilidad a corto plazo normal, sin dinámica.",A,A,B,False,0.14030790328979492,
72,vanilla,Gestante de 29 semanas remitida por sospecha de crecimiento intrauterino restringido (CIR). En la ecografía se observa un peso fetal estimado en el percentil 1 con Doppler de la arteria umbilical con onda de velocidad de flujo con diástole revertida. ¿En qué momento se aconseja la finalización de la gestación?:,A,A,D,False,0.12043547630310059,
73,vanilla,En relación con la tos ferina producida por la Bordetella pertussis señale la afirmación correcta:,A,A,B,False,0.0991973876953125,
74,vanilla,"Paciente de 3 años que acude a urgencias de un hospital. En el triángulo de evaluación pediátrica muestra alteración de 2 lados: apariencia y circulatorio. En la exploración destaca una presión arterial de 60/30 mmHg y un exantema eritematoso macular generalizado. Los exámenes complementarios muestran elevación de urea y creatinina, alargamiento del tiempo de protrombina, fibrinógeno bajo, plaquetas 50.000/mm3 y elevación de transaminasas. En el hemocultivo se aísla estreptococo del grupo A. ¿Cuál de los siguientes es el diagnóstico más probable?:",A,A,C,False,0.09390902519226074,
75,vanilla,"Acerca de la bronquiolitis aguda en la infancia, señale la respuesta correcta:",A,A,B,False,0.08305525779724121,
76,vanilla,"Niña de 10 años que presenta en un análisis una importante elevación de transaminasas, que persiste en controles posteriores. Entre los estudios complementarios destaca la presencia en sangre de anticuerpos antimicrosómicos de hígado-riñón tipo 1 (anti-LKM-1). El cuadro que presenta tiene todas las características siguientes, EXCEPTO una de las siguientes:",A,A,A,True,0.08925700187683105,
77,vanilla,"Paciente de 2 años con fiebre, conjuntivitis, rinorrea y tos repetitiva. Su estado vacunal es desconocido. En la exploración presenta en la mucosa oral, a la altura de los premolares, puntos de color blanco azulado rodeados de un halo eritematoso. ¿Cuál de los siguientes es el diagnóstico más probable?:",A,A,D,False,0.08332514762878418,
78,vanilla,Niña de 18 meses procedente de un país africano que acaba de ser adoptada y es atendida en consulta para un examen de salud. En la analítica se observan unos niveles de vitamina D muy bajos. Respecto a este hallazgo ¿cuál es el dato exploratorio menos probable?:,A,A,C,False,0.07888269424438477,
79,vanilla,La puntuación de Apgar es un método práctico en la valoración del recién nacido. Incluye todos los siguientes signos EXCEPTO uno. ¿Cuál?:,A,A,B,False,0.08413219451904297,
80,vanilla,"Niño de 8 años, atendido por dolor abdominal de 2 días de evolución. La noche anterior presentó una deposición con sangre. Esta mañana se ha levantado con dolor en ambos tobillos, no quiere andar y le han visto unas manchas en las piernas. A la exploración presenta buen estado general, auscultación normal, abdomen doloroso a la palpación sin signos irritación peritoneal. En la esfera ORL solo se aprecia una faringe roja. Presenta lesiones petequiales y equímosis en ambas piernas con inflamación de ambos tobillos. El diagnóstico clínico más probable con los datos aportados es:",A,A,A,True,0.09163188934326172,
81,vanilla,"El síndrome hemolítico-urémico es una de las causas más frecuentes de insuficiencia renal aguda en niños pequeños. Se caracteriza típicamente por todo lo siguiente, EXCEPTO:",A,A,C,False,0.08138227462768555,
82,vanilla,"Sobre el tratamiento farmacológico de la manía aguda en el trastorno bipolar, señale la respuesta",A,A,C,False,0.08268165588378906,
83,vanilla,"Con respecto a la epidemiología de la esquizofrenia, señale la afirmación correcta:",A,A,B,False,0.08304405212402344,
84,vanilla,"Médico de 50 años que con frecuencia acumula retraso de 2 horas en la consulta, creando algún conflicto, aunque es el que tiene menor cupo de pacientes. Empieza su jornada laboral antes de la hora para planificar y adelantar su trabajo, pero siempre es el último en salir. Explica: “no soporto dejar algo a medias, soy muy perfeccionista, tengo muchas cosas que hacer además de las visitas (burocracia, papeleos) y no tengo tiempo para nada más. No sé cómo lo hacen mis compañeros que tienen familia, aficiones... Yo no tengo tiempo ni para ir al gimnasio. Los fines de semana me quedo en casa, descansando. No tengo vida social."" A la exploración se aprecia una preocupación por los detalles, el orden y las normas, una incapacidad para discernir lo que es urgente y prioritario de lo que no lo es, una conducta inflexible y una incapacidad para delegar. ¿Cuál de las siguientes sería la orientación diagnóstica?:",A,A,C,False,0.11945462226867676,
87,vanilla,"Valoramos en urgencias a una persona adulta que se encuentra irritable, bostezando, con quejas de dolor muscular y calambres. Está nauseosa y tiene lagrimeo llamativo. Las pupilas están midriáticas. ¿Cuál de los siguientes es el diagnóstico más probable?:",A,A,B,False,0.08901834487915039,
88,vanilla,Los criterios DSM-5 para el diagnóstico de un trastorno depresivo mayor requieren la presencia de al menos uno de dos de los síntomas principales de la enfermedad. ¿Cuál de los siguientes es uno de esos síntomas principales?:,A,A,D,False,0.09049057960510254,
89,vanilla,"Hombre de 33 años, soltero, vive en pareja desde hace 10 años. Operario de profesión. Muy buena relación con su familia de origen, cierta dependencia emocional de la madre. Desde hace un año presenta un aumento de preocupación por cualquier aspecto de su vida y está muy inquieto y en ocasiones irritable. Se siente agotado, tenso y enfermo, por lo que el último año ha acudido un par de veces a urgencias. Además, tiene sensación de falta de control, rumiaciones, ansiedad anticipatoria, tristeza y apatía. El cuadro clínico se inició cuando la empresa en la que trabaja inició un expediente de regulación de empleo. ¿Cuál de los siguientes es el diagnóstico más probable?:",A,A,B,False,0.09629058837890625,
90,vanilla,Dentro de la exploración neurólogica el término astereognosia hace referencia a:,A,A,A,True,0.08291912078857422,
91,vanilla,"Adolescente de 15 años que comienza con crisis mioclónicas, sobre todo en los brazos, más frecuentes al despertar, que suelen aparecer tras la privación del sueño o la ingesta de alcohol. Tras las mioclonias presenta algunas veces una crisis convulsiva generalizada. En el EEG se objetivan complejos de punta-onda y polipunta-onda con gran fotosensibilidad. De los siguientes ¿cuál sería el fármaco antiepiléptico más indicado para comenzar el tratamiento?:",A,A,D,False,0.08674788475036621,
92,vanilla,Mujer de 50 años que refiere dificultad para conciliar el sueño por intraquilidad y parestesias en las piernas. La exploración física y neurológica es normal. Su tratamiento NO debería incluir:,A,A,A,True,0.08664774894714355,
93,vanilla,"Niño de 7 años que acude a urgencias por un cuadro de 12 horas de evolución de fiebre, cefalea, rigidez de nuca y petequias en tronco y piernas, con importante afectación del estado general.",A,A,C,False,0.08411359786987305,
94,vanilla,"Hombre de 67 años con deterioro brusco del nivel de conciencia, encontrándose obnubilado. Presenta alteración visual, con ptosis y midriasis del ojo derecho asociados a pérdida de visión en ojo derecho, sólo cuenta dedos con ojo izquierdo. La TC craneal muestra una lesión hemorrágica que agranda y deforma la silla turca, con cierta extensión supraselar. En relación con este cuadro clínico, señale la respuesta INCORRECTA:",A,A,B,False,0.08358383178710938,
95,vanilla,"Mujer de 45 años que presenta un dolor de características lancinantes en hemicara derecha. El dolor se despierta al tocarse, lavarse o cepillarse los dientes. No le duele por la noche. Señale la respuesta INCORRECTA:",A,A,D,False,0.0879967212677002,
96,vanilla,¿Cuál de los siguientes fármacos se asocia a una reducción del delirium en las unidades de cuidados intensivos?:,A,A,B,False,0.08271598815917969,
97,vanilla,"Hombre de 59 años que ingresa en UCI por insuficiencia respiratoria aguda hipoxémica secundaria a neumonía comunitaria grave. Por fracaso respiratorio, precisa sedación y conexión a ventilación mecánica invasiva. Tiene como antecedente laboral el trabajar en una granja de cerdos, por lo que empíricamente se decide cubrir un estafilococo aureus meticilin resistente hasta tener los cultivos de las secreciones respiratorias. ¿Cuál de los siguientes antibióticos iniciaría empíricamente como monoterapia antimicrobiana?:",A,A,B,False,0.0894021987915039,
98,vanilla,"Paciente de 27 años que sufre un accidente de alto impacto con patinete eléctrico en la calle. A la llegada a urgencias está consciente y orientado, Glasgow 15, con tendencia a la hipotensión. En la exploración inicial presenta impotencia funcional con un balance muscular segun Daniels de 5 en todos los grupos de extremidades superiores. En extremidades inferiores psoas 5, cuadriceps 3, tibial anterior, triceps sural y extensores del dedo gordo 0 bilateral. De las siguientes, la sospecha diagnóstica inicial es:",A,A,B,False,0.09508109092712402,
99,vanilla,"Niña de 12 años sin antecedentes relevantes, con menarquia hace 4 meses, que acude a la consulta de rehabilitación derivada por su pediatra tras encontrar una asimetría de hombros en la revisión anual. En la exploración física presenta una asimetría de la altura de los hombros y de las caderas con test de Adams positivo. De las siguientes, la actitud correcta a seguir es:",A,A,A,True,0.08651375770568848,
100,vanilla,"Mujer de 52 años, carnicera de profesión, sin antecedentes de interés ni caídas, que presenta dolor en el hombro de 4 meses de evolución al levantar el brazo. El dolor es de características inflamatorias y las maniobras de impingement positivas. Señale la actitud INCORRECTA:",A,A,B,False,0.08623027801513672,
101,vanilla,"Mujer de 56 años que consulta porque hace 4 meses se torció el tobillo en la playa y desde entonces no ha dejado de molestarle. Se cansa subiendo escaleras y le cuesta usar calzado plano. En la exploración presenta dolor en el seno del tarso, el talón y la cara medial del tobillo. Al examen podoscópico presenta el talón en valgo, aunque corrige de puntillas. La estructura más probablemente afecta es:",A,A,A,True,0.0913856029510498,
102,vanilla,"Cuidadora de personas mayores de 55 años, sin antecedentes de interés, diestra, que refiere dolor y acorchamiento en cara palmar de ambas manos, peor en la derecha, con predominio nocturno, así como sensación de gran hinchazón al despertarse por las mañanas, siendo algo más intenso en los dedos 2º y 3º. No refiere ningún otro síntoma en miembros superiores ni en cuello. ¿De las siguientes, cuál es la primera sospecha diagnóstica?:",A,A,D,False,0.08402442932128906,
103,vanilla,"Acude de nuevo a urgencias una mujer de 67 años que ayer fue tratada de una fractura del extremo distal del radio izquierdo mediante reducción cerrada bajo anestesia focal y yeso antebraquial. Aqueja dolor insoportable, que aumenta cuando se le mueven los dedos; efectivamente es incapaz de movilizar activamente los dedos y estos están muy hinchados. ¿Qué complicación debemos tratar inmediatamente?:",A,A,B,False,0.08376598358154297,
106,vanilla,"Neonato de 3 semanas que presenta un reflejo de Moro asimétrico. Parto vaginal de madre primímara, peso al nacer 4.600 g. Se palpa un bulto en la clavícula derecha y mantiene el hombro derecho en aducción, con el codo extendido y flacidez de muñeca y dedos de la mano derecha. En la radiografía de tórax realizada al nacer se observa una elevación del hemidiafragma derecho.",A,A,C,False,0.09001731872558594,
107,vanilla,"Hombre de 62 años sin antecedentes de interés y profesión sedentaria, que consulta por dolor muy intenso, incapacitante, en región lumbar, de 1 semana de evolución, irradiado a nalga, cara posterior de muslo izquierdo y cara anterolateral de pierna izquierda. El signo de Lasègue es negativo y no presenta déficit de fuerza en las extremidades inferiores. La actitud terapéutica más adecuada, de entre las siguientes, es:",A,A,C,False,0.08521509170532227,
108,vanilla,"Mujer de 60 años de edad diagnosticada de una enfermedad autoinmune. En la exploración física presenta aumento de tamaño bilateral de parótidas, vasculitis cutánea y test de Schirmer en ojo derecho 2 mm, ojo izquierdo 1 mm (por debajo de lo normal). En la analítica destaca factor reumatoide positivo, VSG 30 mm (1-20), PCR 1,3 (0-0,5), anticuerpos antinucleares positivos con patrón moteado fino, anti Ro y anti La positivos e hipocomplementemia. ¿Cuál de estas enfermedades tiene más riesgo de desarrollar durante la evolución de la enfermedad?:",A,A,B,False,0.0848233699798584,
109,vanilla,"Hombre de 50 años que consulta por dolor lumbar de 6 meses de evolución que no mejora con el reposo, incluso le despierta por la noche, con rigidez lumbar matutina de más de una hora de duración. ¿Cuál de las siguientes imágenes es más probable encontrar en una radiografía de columna lumbar?:",A,A,D,False,0.08158206939697266,
112,vanilla,"Todas las situaciones que se enumeran a continuación se refieren a pacientes con alto riesgo de desarrollar endocarditis infecciosa y por ello con indicación de profilaxis antibiótica ante procedimientos invasivos, EXCEPTO UNA. Señale cual:",A,A,C,False,0.08469820022583008,
113,vanilla,"En relación con el tratamiento de los pacientes con síncope, señale la respuesta correcta:",A,A,0,False,0.09490489959716797,
114,vanilla,Hombre de 23 años que tras un cuadro gripal acude en situación de shock cardiogénico refractario a aminas a un hospital de 3º nivel. En el ecocardiograma transtorácico se aprecia una fracción de eyección de ventrículo izquierdo del 15 %. Ante la sospecha de miocarditis vírica ¿cuál de las siguientes es la opción terapéutica de elección para mejorar su situación hemodinámica?:,A,A,D,False,0.08496475219726562,
115,vanilla,En relación con la endocarditis infecciosa (EI) señale cuál de las siguientes situaciones tiene indicación de cirugía cardiaca en 24-48 horas:,A,A,D,False,0.08124589920043945,
116,vanilla,"En relación con el prolapso de la válvula mitral, señale la respuesta correcta:",A,A,A,True,0.08188796043395996,
117,vanilla,"Mujer de 58 años que, tras un catarro de vías altas, ingresa en el hospital por disnea de mínimos esfuerzos, astenia intensa y disnea paroxística nocturna en los días previos. El electrocardiograma muestra un ritmo sinusal a 70 lpm con bloqueo de rama izquierda. En el ecocardiograma transtorácico se aprecia una función ventricular izquierda (FEVI) del 25 %. La coronariografía descarta enfermedad arterial coronaria. De las siguientes propuestas de tratamiento ¿cuál sería la combinación de fármacos recomendada que mejore su pronóstico y reduzca los reingresos hospitalarios por descompensación cardiaca?:",A,A,D,False,0.0897674560546875,
118,vanilla,Paciente de 65 años con antecedentes de un infarto de miocardio de cara anterior que presenta una taquicardia con QRS ancho que se acompaña de hipotensión (TA 70/40 mmHg) y de obnubilación. ¿Cuál de los siguientes es el tratamiento de elección?:,A,A,D,False,0.07992911338806152,
119,vanilla,"Ante un recién nacido a término cianótico con pO2 de 30 mmHg, hipertrofia de ventrículo derecho en el electrocardiograma e imagen ""de huevo"" en la radiografía de tórax ¿cuál de los siguientes es el diagnóstico más probable?:",A,A,A,True,0.085540771484375,
120,vanilla,"Hombre de 70 años sometido hace 5 días a cirugía de revascularización coronaria que acude a urgencias por un síncope tras el que persiste sensación de mareo. En la exploración destaca tensión arterial 70/40 mmHg, ruidos cardiacos disminuidos y distensión venosa yugular con fenómeno de alternancia eléctrica en el electrocardiograma. ¿Cuál de los siguientes diagnósticos es más probable?:",A,A,C,False,0.08444905281066895,
121,vanilla,"Mujer asmática que tras un día de tormenta presenta sensación disneica y autoescucha de sibilancias. Tras tratamiento inicial con un agonista beta2 y corticoides inhalados no se produjo mejoría de los síntomas, requiriendo broncodilatadores cada hora durante varias horas consecutivas, con aparición de un importante aumento del trabajo respiratorio. De las siguientes ¿cúal es la actitud más adecuada?:",A,A,A,True,0.08501601219177246,
122,vanilla,"Hombre de 75 años con antecedentes de insuficiencia cardiaca con fracción de eyección del ventrículo izquierdo del 30 %. Consulta por apneas durante el sueño presenciadas por su pareja. El grado de somnolencia en la escala de Epworth es de 5. El estudio del sueño muestra episodios de respiración periódica con un índice de apneas-hipopneas de 22 por hora de sueño, siendo todos los eventos respiratorios centrales. De las siguientes, la actitud terapéutica recomendada es:",A,A,B,False,0.0854799747467041,
123,vanilla,"Paciente de 75 años, fumador (IPA 35), que refiere disnea de esfuerzo progresiva desde hace 3 años. La radiografía de tórax no muestra alteraciones relevantes. En la espirometría basal presenta FVC",A,A,D,False,0.08755898475646973,
124,vanilla,"En relación con la fibrosis pulmonar idiopática, señale cual de las siguientes afirmaciones es cierta:",A,A,D,False,0.08336234092712402,
125,vanilla,"Hombre de 65 años diagnosticado de EPOC con dos agudizaciones en el último año, en tratamiento inhalado con tiotropio. Presenta un volumen espiratorio máximo en el primer segundo (VEMS) del 48 %. Tras estar más de dos meses en situación clínica estable, presenta PaO2 58 mmHg y PaCO2 49 mmHg en la gasometría arterial. En la analítica presenta 450 eosinófilos/microL. No presenta hipertensión pulmonar, cor pulmonale, ni poliglobulia. Con estos datos ¿cuál de las siguientes actuaciones es más apropiada?:",A,A,B,False,0.10342717170715332,
126,vanilla,La causa mas frecuente de hipoxemia es:,A,A,D,False,0.09549641609191895,
127,vanilla,"Mujer de 71 años diagnosticada de esclerosis lateral amiotrófica. Es valorada en consulta por ortopnea y cefalea matutina. Presenta una capacidad vital forzada del 40 %, PaCO2 de 53 mmHg. La oximetría nocturna muestra una saturación de oxígeno media de 91 % y un 16 % del tiempo con saturación de oxigeno inferior al 90 % y alguna desaturación inferior al 70 %. ¿Cuál de las siguientes actitudes es más apropiada?:",A,A,A,True,0.08569550514221191,
128,vanilla,"En relación con la utilidad de la broncoscopia en el diagnóstico de las enfermedades respiratorias, señale qué afirmación de las siguientes es cierta:",A,A,B,False,0.08022880554199219,
129,vanilla,¿Cuál de los siguientes genes puede estar afectado en familias que desarrollan tumores malignos de colon en sucesivas generaciones?:,A,A,D,False,0.08053278923034668,
130,vanilla,"En un paciente con esteatosis hepática metabólica (antes enfermedad hepática por depósito de grasa) el riesgo de desarrollo de hepatocarcinoma en comparación con otras etiologías frecuentes como la hepatopatía alcohólica o la hepatitis C, se caracteriza por:",A,A,C,False,0.07747697830200195,
